OBJECTID,ALC_Score,BLOS_SCORE,DEST_SCORE,INTER_SCORE,JOBS_SCORE,POP_SCORE,TRANSIT_SCORE,BIKE_SCORE
194796,30.4,2.4,8,15,0.5,1,1.5,2
194797,31.4,2.4,8,15,1,1.5,1.5,2
194798,18.8,1.8,6,3,0.5,0.5,0,7
194799,13.3,1.8,0,2,2,0.5,0,7
194800,22.6,1.8,4.8,8,0.5,0.5,0,7
194801,29.2,3,1.2,12,2,1.5,1.5,8
194802,28.7,3,1.2,12,2,1,1.5,8
194803,20.3,2.4,0.4,7,0,1,1.5,8
194804,19.3,2.4,0.4,6,0,1,1.5,8
194805,15.4,2.4,0,4,0,1,0,8
194806,14.4,2.4,0,3,0,1,0,8
194807,34.5,3,8,16,0.5,1,0,6
194808,31.5,3,8,13,0.5,1,0,6
194809,32.7,3,9.2,13,0.5,1,0,6
194810,14.5,3,0,5,0.5,1,0,5
194811,14,2.4,5.6,4,0,1,0,1
194812,32.599,3,17.6,7,0,1,0,4
194813,11,3,0,5,0,1,0,2
194814,4,0,0,2,0,1,0,1
194815,25.7,0,11.2,12,0,1.5,0,1
194816,28.6,0,13.6,13,0,1,0,1
194817,16.6,0,1.6,13,0,1,0,1
194818,28.1,0,13.6,11,0,0.5,0,3
194819,28.3,0,14.8,10,0,0.5,0,3
194820,28.9,0,16.4,9,0,0.5,0,3
194821,27.8,0,14.8,9,0,1,0,3
194822,29.4,0,16.4,9,0,1,0,3
194823,24.6,0,13.6,7,0,1,0,3
194824,23.6,0,13.6,6,0,1,0,3
194825,22.4,0,12.4,6,0,1,0,3
194826,23.6,0,13.6,6,0,1,0,3
194827,24.6,0,13.6,7,0,1,0,3
194828,25.6,0,13.6,8,0,1,0,3
194829,22.4,2.4,8,9,1,1,0,1
194830,21.4,2.4,8,8,1,1,0,1
194831,25,3,8,7,0.5,1,1.5,4
194832,19.3,2.4,6.4,5,0.5,1.5,1.5,2
194833,24.5,2.4,9.6,7,0.5,1.5,1.5,2
194834,32.5,2.4,9.6,14,1.5,1.5,1.5,2
194835,18,1.8,7.2,0,1.5,0.5,2,5
194836,17.8,1.8,0,8,0.5,0.5,0,7
194837,20,3,0,10,0,1,0,6
194838,13,3,0,2,0.5,1,1.5,5
194839,36,0,24,10,0,1,0,1
194840,13,0,0,11,0,1,0,1
194841,14,0,0,12,0,1,0,1
194842,26.6,0,13.6,11,0,1,0,1
194843,26.6,0,13.6,9,0,1,0,3
194844,27.6,0,13.6,10,0,1,0,3
194845,27.4,0,12.4,11,0,1,0,3
194846,28.4,0,12.4,12,0,1,0,3
194847,29.4,0,12.4,13,0,1,0,3
194848,30.6,0,13.6,13,0,1,0,3
194849,29.6,0,13.6,12,0,1,0,3
194850,27.4,0,12.4,11,0,1,0,3
194851,27,0,12,11,0,1,0,3
194852,24.4,0,10.4,10,0,1,0,3
194853,23.6,0,9.6,10,0,1,0,3
194854,22.6,0,9.6,9,0,1,0,3
194855,23.9,3,10.4,5,0.5,1,0,4
194856,23.5,3,8,5,1,1,1.5,4
194857,15.5,3,0,5,1,1,1.5,4
194858,22,3,8,4,0.5,1,1.5,4
194859,15,3,0,4,1,1.5,1.5,4
194860,15,3,0,5,0.5,1,1.5,4
194861,25.5,2.4,9.6,8,1,1,1.5,2
194862,25.5,2.4,9.6,8,0.5,1.5,1.5,2
194863,26,2.4,9.6,8,1,1.5,1.5,2
194864,20.4,3,4.4,5,1.5,0.5,2,4
194865,18.4,2.4,2,9,0,1,0,4
194866,26.5,3,0,11,2,1,1.5,8
194867,35.5,3,8,12,2,1,1.5,8
194868,19,3,0,9,0,1,0,6
194869,31.5,3,8,13,0.5,1,0,6
194870,17.8,3,4.8,5,0,1,0,4
194871,34.8,0,20.8,12,0,1,0,1
194872,34.2,0,19.2,13,0,1,0,1
194873,35,0,20,13,0,1,0,1
194874,21,0,8,9,0,1,0,3
194875,22,0,8,10,0,1,0,3
194876,23,0,8,11,0,1,0,3
194877,14,0,0,10,0,1,0,3
194878,13,0,0,9,0,1,0,3
194879,12,0,0,8,0,1,0,3
194880,25.4,3,10.4,7,0,1,0,4
194881,27.4,3,10.4,9,0,1,0,4
194882,16,3,0,5,1,1.5,1.5,4
194883,20,3,4,5,1,1.5,1.5,4
194884,17,3,0,6,1.5,0.5,2,4
194885,15.8,1.8,0,6,0.5,0.5,0,7
194886,20.6,1.8,2.8,8,0.5,0.5,0,7
194887,20.2,1.8,2.4,8,0.5,0.5,0,7
194888,24.6,3,1.6,9,2,1,0,8
194889,24,3,0,10,2,1,0,8
194890,18,2.4,1.6,5,0,1,0,8
194891,13.4,2.4,0,2,0,1,0,8
194892,18,3,0,8,0,1,0,6
194893,35.5,3,8,16,0,1,1.5,6
194894,21.5,3,0,11,0.5,1,0,6
194895,14.4,2.4,4,4,0,1,0,3
194896,27.8,3,12.8,7,0,1,0,4
194897,6.5,0,0,5,0,0.5,0,1
194898,34.2,0,23.2,9,0,1,0,1
194899,34.2,0,23.2,8,0,1,0,2
194900,31,0,20,9,0,1,0,1
194901,34.7,0,19.2,13,0,1.5,0,1
194902,33.4,0,18.4,13,0,1,0,1
194903,25.4,0,10.4,13,0,1,0,1
194904,25.8,0,10.8,13,0,1,0,1
194905,27.4,0,12.4,13,0,1,0,1
194906,24.6,0,9.6,11,0,1,0,3
194907,28.4,0,12.4,12,0,1,0,3
194908,15,0,0,11,0,1,0,3
194909,11,0,0,7,0,1,0,3
194910,18.4,2.4,0,10,1,1.5,1.5,2
194911,16.8,1.8,0,7,0.5,0.5,0,7
194912,28,3,0,12,2,1.5,1.5,8
194913,27.5,3,0,12,2,1,1.5,8
194914,35.5,3,8,17,0.5,1,0,6
194915,19.6,3,1.6,5,0,1,0,9
194916,9.7,0,3.2,5,0,0.5,0,1
194917,3.5,0,0,2,0,0.5,0,1
194918,4,0,0,2,0,1,0,1
194919,39.1,0,23.6,13,0,1.5,0,1
194920,26.7,0,11.2,13,0,1.5,0,1
194921,27.6,0,13.6,12,0,1,0,1
194922,30.4,0,16.4,10,0,1,0,3
194923,26.8,0,10.8,12,0,1,0,3
194924,18,0,0,14,0,1,0,3
194925,14.5,3,0,4,1,1,1.5,4
194926,30.5,2.4,9.6,12,1.5,1.5,1.5,2
194927,31.5,2.4,9.6,13,1.5,1.5,1.5,2
194928,23.5,2.4,1.6,13,1.5,1.5,1.5,2
194929,24.5,2.4,1.6,14,1.5,1.5,1.5,2
194930,18.8,2.4,4.4,5,1.5,0.5,2,3
194931,19.6,2.4,7.2,3,1.5,0.5,2,3
194932,12.5,1.2,0.8,3,0.5,1,0,6
194933,18.3,2.4,2.4,8,0.5,1,0,4
194934,26.1,3,1.6,9,2,1,1.5,8
194935,17,3,0,7,0,1,0,6
194936,36.5,3,8,18,0.5,1,0,6
194937,30.5,3,8,12,0.5,1,0,6
194938,12,2.4,1.6,4,0,1,0,3
194939,12,3,0,6,0,1,0,2
194940,10.7,0,3.2,6,0,0.5,0,1
194941,15,0,0,13,0,1,0,1
194942,28.6,0,13.6,13,0,1,0,1
194943,23.6,0,13.6,7,0,1,0,2
194944,24.2,0,15.2,6,0,1,0,2
194945,3,0,0,1,0,1,0,1
194946,24.4,3,10.4,6,0,1,0,4
194947,23.5,3,8,7,0.5,1,0,4
194948,23,3,8,5,0.5,1,1.5,4
194949,25.9,2.4,8,11,1,1.5,0,2
194950,22.7,2.4,8.8,8,0.5,1,0,2
194951,17.6,3,1.6,5,1.5,0.5,2,4
194952,17.8,2.4,4.4,4,1.5,0.5,2,3
194953,21.2,1.8,4.4,7,0.5,0.5,0,7
194954,22.2,1.8,4.4,8,0.5,0.5,0,7
194955,17,3,2,9,0,1,0,2
194956,22.5,3,0,12,0.5,1,0,6
194957,15,3,0,7,0,1,0,4
194958,16.2,3,3.2,5,0,1,0,4
194959,16.2,3,3.2,5,0,1,0,4
194960,35.2,0,23.2,9,0,1,0,2
194961,35.6,0,23.6,9,0,1,0,2
194962,34.6,0,23.6,9,0,1,0,1
194963,38.6,0,23.6,13,0,1,0,1
194964,29.6,0,13.6,12,0,1,0,3
194965,26.8,0,14.8,9,0,1,0,2
194966,28.4,0,16.4,9,0,1,0,2
194967,28.4,0,16.4,8,0,1,0,3
194968,27.8,0,10.8,13,0,1,0,3
194969,17,0,0,13,0,1,0,3
194970,14.2,2.4,0.8,9,0,1,0,1
194971,13.4,2.4,0,8,1,1,0,1
194972,24.5,3,8,8,0.5,1,0,4
194973,19,3,4,5,0.5,1,1.5,4
194974,22.9,2.4,8,7,0.5,1.5,1.5,2
194975,26.7,2.4,8.8,11,1,1.5,0,2
194976,15.9,2.4,0,8,0.5,1,0,4
194977,26.2,3,3.2,9,2,1,0,8
194978,24.6,3,1.6,9,2,1,0,8
194979,27.5,3,0,12,1.5,1.5,1.5,8
194980,27.5,3,0,12,2,1,1.5,8
194981,13,0,8,3,0,1,0,1
194982,10.7,0,3.2,6,0,0.5,0,1
194983,38.6,0,25.6,11,0,1,0,1
194984,14,0,0,12,0,1,0,1
194985,29,0,14,13,0,1,0,1
194986,30,0,16,10,0,1,0,3
194987,25.6,0,13.6,9,0,1,0,2
194988,27.4,0,16.4,8,0,1,0,2
194989,26.2,0,15.2,8,0,1,0,2
194990,22.6,0,13.6,6,0,1,0,2
194991,22.6,0,13.6,6,0,1,0,2
194992,23.6,0,13.6,7,0,1,0,2
194993,24.6,0,13.6,8,0,1,0,2
194994,25.6,0,13.6,9,0,1,0,2
194995,26.6,0,13.6,10,0,1,0,2
194996,30.7,0,15.2,12,0,0.5,0,3
194997,31.9,0,16.4,12,0,0.5,0,3
194998,30.9,0,16.4,11,0,0.5,0,3
194999,16,0,0,12,0,1,0,3
195000,11.3,1.8,0,4,0.5,1,0,4
195001,22.2,2.4,8.8,9,0,1,0,1
195002,15,2.4,1.6,9,0,1,0,1
195003,16.9,2.4,4,5,0.5,1.5,1.5,2
195004,16,2.4,1.6,5,1.5,0.5,2,3
195005,25.6,3,1.6,10,2,1,0,8
195006,35.5,3,8,12,2,1,1.5,8
195007,16,3,0,6,0,1,0,6
195008,37,3,8,17,0.5,1,1.5,6
195009,6.7,1.2,0,4,0,0.5,0,1
195010,13,3,0,5,0,1,0,4
195011,4,0,0,2,0,1,0,1
195012,35.7,0,19.2,14,0,1.5,0,1
195013,35.2,0,19.2,14,0,1,0,1
195014,38,0,22,14,0,1,0,1
195015,36,0,20,14,0,1,0,1
195016,26.8,0,10.8,14,0,1,0,1
195017,16,0,0,14,0,1,0,1
195018,29,0,16,10,0,1,0,2
195019,22.4,0,12.4,7,0,1,0,2
195020,9.5,0,0,6,0,0.5,0,3
195021,6,0,0,2,0,1,0,3
195022,9.8,1.8,0,3,0,1,0,4
195023,10.8,1.8,0,4,0,1,0,4
195024,14.4,2.4,0,9,1,1,0,1
195025,17,3,0,7,0.5,1,1.5,4
195026,24,2.4,1.6,14,1,1.5,1.5,2
195027,22.4,2.4,0,14,1,1.5,1.5,2
195028,15,2.4,1.6,4,1.5,0.5,2,3
195029,18.3,2.4,2.4,8,0.5,1,0,4
195030,15.9,2.4,0,8,0.5,1,0,4
195031,15.4,2.4,0,8,0,1,0,4
195032,16.4,2.4,0,9,0,1,0,4
195033,16.6,3,1.6,9,0,1,0,2
195034,11.7,0,3.2,7,0,0.5,0,1
195035,6.3,0,2.8,2,0,0.5,0,1
195036,13,0,0,10,0,1,0,2
195037,28,0,12,14,0,1,0,1
195038,26.4,0,10.4,14,0,1,0,1
195039,28.4,0,12.4,14,0,1,0,1
195040,28.9,0,12.4,13,0,0.5,0,3
195041,28.8,0,14.8,11,0,1,0,2
195042,27.8,0,14.8,10,0,1,0,2
195043,27,0,14,10,0,1,0,2
195044,26.8,0,10.8,12,0,1,0,3
195045,15.5,0,0,12,0,0.5,0,3
195046,23.8,2.4,10.4,9,0,1,0,1
195047,16.6,2.4,3.2,9,0,1,0,1
195048,31,2.4,9.6,13,1,1.5,1.5,2
195049,23,2.4,1.6,14,0.5,1,1.5,2
195050,30.4,2.4,8,14,1,1.5,1.5,2
195051,23.7,2.4,8.8,9,0.5,1,0,2
195052,13.4,2.4,0,4,1.5,0.5,2,3
195053,23.8,1.8,6,8,0.5,0.5,0,7
195054,20.3,2.4,4.4,8,0.5,1,0,4
195055,17.4,2.4,0,10,0,1,0,4
195056,16.8,2.4,0.4,9,0,1,0,4
195057,24.6,3,1.6,9,2,1,0,8
195058,34.5,3,8,11,2,1,1.5,8
195059,25.4,2.4,0,10,2.5,1,1.5,8
195060,12,3,0,4,0,1,0,4
195061,2.5,0,0,1,0,0.5,0,1
195062,35.8,0,24.8,9,0,1,0,1
195063,27.7,0,11.2,14,0,1.5,0,1
195064,28.6,0,13.6,11,0,1,0,3
195065,25.2,0,13.2,9,0,1,0,2
195066,26,0,14,9,0,1,0,2
195067,27,0,14,10,0,1,0,2
195068,14.5,0,0,11,0,0.5,0,3
195069,7,0,0,3,0,1,0,3
195070,23.1,3,9.6,5,0.5,1,0,4
195071,23.6,3,9.6,6,0,1,0,4
195072,15.5,3,0,7,0.5,1,0,4
195073,21.4,2.4,0,14,0.5,1,1.5,2
195074,29.4,2.4,8,14,0.5,1,1.5,2
195075,25.7,2.4,8.8,10,1,1.5,0,2
195076,21,1.8,7.2,3,1.5,0.5,2,5
195077,11.7,1.2,0,3,0.5,1,0,6
195078,16.299,1.8,0,5,2,0.5,0,7
195079,27.7,3,6,11,2,1,1.5,8
195080,27.7,3,1.2,11,2,1,1.5,8
195081,15,3,0,5,0,1,0,6
195082,15,2.4,5.6,5,0,1,0,1
195083,17,3,0,4,0,1,0,9
195084,41.7,0,25.2,14,0,1.5,0,1
195085,30,0,14,14,0,1,0,1
195086,30.6,0,13.6,13,0,1,0,3
195087,20.2,0,11.2,6,0,1,0,2
195088,21.2,0,11.2,7,0,1,0,2
195089,26.4,0,12.4,11,0,1,0,2
195090,28,0,14,11,0,1,0,2
195091,26.4,0,12.4,11,0,1,0,2
195092,28.8,0,10.8,14,0,1,0,3
195093,30,2.4,9.6,12,1,1.5,1.5,2
195094,16.9,2.4,0,10,1,1.5,0,2
195095,21.9,2.4,8,8,0.5,1,0,2
195096,14,2.4,1.6,5,1.5,0.5,0,3
195097,18.4,2.4,6,3,1.5,0.5,2,3
195098,17.7,1.2,6,3,0.5,1,0,6
195099,11.7,1.2,0,3,0.5,1,0,6
195100,19.3,2.4,4.4,7,0.5,1,0,4
195101,22.6,3,1.6,9,0,1,0,8
195102,26.4,2.4,10,5,0,1,0,8
195103,24.8,2.4,8.4,5,0,1,0,8
195104,16,2.4,5.6,6,0,1,0,1
195105,15.6,3,1.6,6,0,1,0,4
195106,7.5,0,0,6,0,0.5,0,1
195107,15,0,0,13,0,1,0,1
195108,41.2,0,25.2,14,0,1,0,1
195109,30,0,14,12,0,1,0,3
195110,29.6,0,13.6,12,0,1,0,3
195111,29.8,0,14.8,11,0,1,0,3
195112,28.8,0,14.8,10,0,1,0,3
195113,21,0,10,8,0,1,0,2
195114,22.2,0,11.2,8,0,1,0,2
195115,23.2,0,11.2,9,0,1,0,2
195116,24.2,0,11.2,10,0,1,0,2
195117,25.2,0,11.2,11,0,1,0,2
195118,27.4,0,12.4,12,0,1,0,2
195119,27.9,0,12.4,12,0,0.5,0,3
195120,27.4,0,12.4,12,0,1,0,2
195121,13.5,0,0,10,0,0.5,0,3
195122,12.5,0,0,9,0,0.5,0,3
195123,22.8,2.4,10.4,8,0,1,0,1
195124,17.9,2.4,0,11,1,1.5,0,2
195125,15,2.4,1.6,4,1.5,0.5,2,3
195126,13.7,1.2,0,3,0.5,1,2,6
195127,14.3,1.8,0,3,2,0.5,0,7
195128,23.8,2.4,8.4,4,0,1,0,8
195129,22.8,2.4,8.4,3,0,1,0,8
195130,6,0,0,4,0,1,0,1
195131,10.4,2.4,0,4,0,1,0,3
195132,21.9,2.4,12,4,0,0.5,0,3
195133,18,0,8,7,0,1,0,2
195134,37.1,0,19.6,15,0,1.5,0,1
195135,36.2,0,19.2,15,0,1,0,1
195136,39,0,22,15,0,1,0,1
195137,31,0,14,15,0,1,0,1
195138,30.2,0,13.2,15,0,1,0,1
195139,29,0,12,15,0,1,0,1
195140,27.8,0,10.8,15,0,1,0,1
195141,31,0,14,15,0,1,0,1
195142,31.6,0,13.6,14,0,1,0,3
195143,25.8,0,10.8,12,0,1,0,2
195144,27.8,0,10.8,13,0,1,0,3
195145,8,0,0,4,0,1,0,3
195146,10.2,1.8,0.4,3,0,1,0,4
195147,26.4,3,10.4,8,0,1,0,4
195148,15.8,2.4,2.4,9,0,1,0,1
195149,24,2.4,9.6,9,1,1,0,1
195150,25.6,2.4,11.2,9,1,1,0,1
195151,24,2.4,9.6,9,1,1,0,1
195152,24.7,2.4,8.8,9,1,1.5,0,2
195153,19.8,1.8,6,3,1.5,0.5,2,5
195154,14.9,2.4,0,7,0.5,1,0,4
195155,18.2,3,3.2,9,0,1,0,2
195156,17.4,2.4,0,6,0,1,0,8
195157,22.4,2.4,8,3,0,1,0,8
195158,8.5,3,0,0,0,0.5,0,5
195159,9.8,0,0.8,7,0,1,0,1
195160,20,0,8,9,0,1,0,2
195161,32,0,20,10,0,1,0,1
195162,39.6,0,25.6,12,0,1,0,1
195163,32,0,14,14,0,1,0,3
195164,26.8,0,10.8,13,0,1,0,2
195165,7,0,0,4,0,1,0,2
195166,24.8,2.4,10.4,9,1,1,0,1
195167,23,2.4,9.6,8,1,1,0,1
195168,15,3,0,5,0.5,1,1.5,4
195169,19.9,2.4,0,13,1,1.5,0,2
195170,22.8,1.8,6,7,0.5,0.5,0,7
195171,17.3,2.4,2.4,7,0.5,1,0,4
195172,14.9,2.4,0,7,0.5,1,0,4
195173,15.3,2.4,0.4,7,0.5,1,0,4
195174,16.299,2.4,0.4,8,0.5,1,0,4
195175,15.8,2.4,0.4,8,0,1,0,4
195176,16.8,2.4,0.4,9,0,1,0,4
195177,17.8,2.4,0.4,10,0,1,0,4
195178,19.4,2.4,2,10,0,1,0,4
195179,18.4,2.4,2,9,0,1,0,4
195180,26.5,3,0,11,2,1,1.5,8
195181,9.5,3,0,0,0.5,1,0,5
195182,14.6,3,1.6,5,0,1,0,4
195183,9.3,0,0.8,7,0,0.5,0,1
195184,28.7,0,11.2,15,0,1.5,0,1
195185,29.4,0,12.4,15,0,1,0,1
195186,29,0,12,15,0,1,0,1
195187,27.4,0,10.4,15,0,1,0,1
195188,29.4,0,12.4,15,0,1,0,1
195189,31,0,14,13,0,1,0,3
195190,29.1,0,13.6,12,0,0.5,0,3
195191,34.3,0,18.8,12,0,0.5,0,3
195192,6,0,0,3,0,1,0,2
195193,29,2.4,9.6,11,1,1.5,1.5,2
195194,18.9,2.4,0,12,1,1.5,0,2
195195,21.8,1.8,6,6,0.5,0.5,0,7
195196,23.3,2.4,8.4,7,0.5,1,0,4
195197,25.5,3,0,10,2,1,1.5,8
195198,19,2.4,1.6,6,0,1,0,8
195199,14,3,0,4,0,1,0,6
195200,11,3,0,0,0.5,1,1.5,5
195201,8.4,2.4,0,4,0,1,0,1
195202,13,3,0,8,0,1,0,1
195203,13,3,0,7,0,1,0,2
195204,8.3,0,0.8,6,0,0.5,0,1
195205,42.7,0,25.2,15,0,1.5,0,1
195206,33,0,14,15,0,1,0,3
195207,14.2,0,3.2,8,0,1,0,2
195208,23.4,0,12.4,8,0,1,0,2
195209,31.7,0,17.2,11,0,0.5,0,3
195210,28.9,0,14.4,11,0,0.5,0,3
195211,4.5,0,0,1,0,0.5,0,3
195212,7.6,0,1.6,3,0,1,0,2
195213,21.4,2.4,0,13,1,1.5,1.5,2
195214,23.9,2.4,8,9,1,1.5,0,2
195215,16.6,3,1.6,6,1.5,0.5,0,4
195216,22.3,1.8,6,5,2,0.5,0,7
195217,23.3,1.8,6,6,2,0.5,0,7
195218,14.9,2.4,0,7,0.5,1,0,4
195219,22.9,2.4,8,7,0.5,1,0,4
195220,21.9,3,8.4,7,0.5,1,0,2
195221,34.5,3,8,11,2,1,1.5,8
195222,26.5,3,0,11,1.5,1.5,1.5,8
195223,26.5,3,0,11,2,1,1.5,8
195224,36.5,3,8,17,0,1,1.5,6
195225,5.7,1.2,0,3,0,0.5,0,1
195226,19.6,3,5.6,6,0,1,0,4
195227,18.8,3,4.8,6,0,1,0,4
195228,42.2,0,25.2,15,0,1,0,1
195229,31.4,0,12.4,15,0,1,0,3
195230,27.3,0,12.8,11,0,0.5,0,3
195231,11.5,0,0,8,0,0.5,0,3
195232,13.5,3,0,5,0.5,1,0,4
195233,16,3,0,6,0.5,1,1.5,4
195234,24.4,2.4,8,8,1,1.5,1.5,2
195235,23,2.4,1.6,13,1,1.5,1.5,2
195236,29.4,2.4,8,13,1,1.5,1.5,2
195237,15.3,1.8,0,4,2,0.5,0,7
195238,22.9,2.4,8,7,0.5,1,0,4
195239,21.4,2.4,8,2,0,1,0,8
195240,38,3,8,18,0.5,1,1.5,6
195241,9.9,2.4,0,4,0,0.5,0,3
195242,14,2.4,5.6,4,0,1,0,1
195243,18.6,3,1.6,4,0,1,0,9
195244,12.2,0,3.2,7,0,1,0,1
195245,36.8,0,24.8,10,0,1,0,1
195246,36.8,0,24.8,9,0,1,0,2
195247,37.2,0,19.2,16,0,1,0,1
195248,28.3,0,14.8,10,0,1.5,0,2
195249,23,0,14,6,0,1,0,2
195250,25.1,0,11.6,10,0,0.5,0,3
195251,23.8,2.4,10.4,9,0,1,0,1
195252,25.1,3,9.6,7,0.5,1,0,4
195253,14.5,3,0,6,0.5,1,0,4
195254,22,2.4,1.6,13,0.5,1,1.5,2
195255,20.4,2.4,0,13,0.5,1,1.5,2
195256,28.4,2.4,8,13,0.5,1,1.5,2
195257,24.9,2.4,8,10,1,1.5,0,2
195258,15,3,0,6,1.5,0.5,0,4
195259,17.2,2.4,4.8,3,1.5,0.5,2,3
195260,21.7,1.8,4.4,7,0.5,1,0,7
195261,17.9,3,4.4,7,0.5,1,0,2
195262,22.3,2.4,8.4,6,0.5,1,0,4
195263,20.9,3,8.4,6,0.5,1,0,2
195264,26.7,3,1.2,10,2,1,1.5,8
195265,16.4,2.4,0,5,0,1,0,8
195266,37,3,8,17,0.5,1,1.5,6
195267,36,3,8,16,0.5,1,1.5,6
195268,35,3,8,15,0.5,1,1.5,6
195269,6,0,0,4,0,1,0,1
195270,12,3,0,7,0,1,0,1
195271,37.8,0,24.8,10,0,1,0,2
195272,37.8,0,24.8,11,0,1,0,1
195273,16,0,0,14,0,1,0,1
195274,30,0,12,14,0,1,0,3
195275,29.5,0,14,12,0,1.5,0,2
195276,10.5,0,0,7,0,0.5,0,3
195277,6,0,0,3,0,1,0,2
195278,4,0,0,2,0,1,0,1
195279,24.6,2.4,11.2,9,0,1,0,1
195280,23.8,2.4,10.4,9,0,1,0,1
195281,24.6,2.4,11.2,9,0,1,0,1
195282,22,2.4,9.6,8,0,1,0,1
195283,25.9,2.4,8,11,1,1.5,0,2
195284,14.9,2.4,0,9,0.5,1,0,2
195285,12.4,2.4,0,3,1.5,0.5,2,3
195286,18.6,1.8,4.8,3,1.5,0.5,2,5
195287,19.7,1.8,4.4,4,2,0.5,0,7
195288,23.3,1.8,6,7,0.5,1,0,7
195289,15,3,0,9,0,1,0,2
195290,25.7,3,1.2,9,2,1,1.5,8
195291,17.4,2.4,0,2,0.5,1,1.5,10
195292,39.3,0,20.8,16,0,1.5,0,1
195293,38.8,0,20.8,16,0,1,0,1
195294,20.4,0,12.4,5,0,1,0,2
195295,22.7,0,9.2,10,0,0.5,0,3
195296,4,0,0,2,0,1,0,1
195297,6,0,0,4,0,1,0,1
195298,11.2,1.8,0.4,4,0,1,0,4
195299,24.6,2.4,11.2,9,0,1,0,1
195300,15,3,0,5,0.5,1,1.5,4
195301,16,3,0,7,1.5,0.5,0,4
195302,13.8,1.8,0,3,1.5,0.5,2,5
195303,20.7,1.8,4.4,5,2,0.5,0,7
195304,24,3,0,12,0.5,1,1.5,6
195305,23,3,0,11,0.5,1,1.5,6
195306,13.6,3,1.6,4,0,1,0,4
195307,8.5,0,0,7,0,0.5,0,1
195308,19,0,8,8,0,1,0,2
195309,30.4,0,12.4,16,0,1,0,1
195310,15.2,0,3.2,9,0,1,0,2
195311,27.8,0,10.8,14,0,1,0,2
195312,26.8,0,10.8,13,0,1,0,2
195313,26.9,2.4,8,12,1,1.5,0,2
195314,17.6,3,1.6,7,1.5,0.5,0,4
195315,21.3,1.8,6,5,0.5,1,0,7
195316,15.4,3,0.4,9,0,1,0,2
195317,16.4,3,0.4,10,0,1,0,2
195318,24.2,3,3.2,9,0,1,0,8
195319,33.5,3,8,10,2,1,1.5,8
195320,24.4,2.4,0,9,2.5,1,1.5,8
195321,27.4,2.4,10,6,0,1,0,8
195322,20.4,2.4,8,1,0,1,0,8
195323,13.4,2.4,4,5,0,1,0,1
195324,11,3,0,6,0,1,0,1
195325,37.6,0,25.6,10,0,1,0,1
195326,38.6,0,25.6,11,0,1,0,1
195327,33,0,20,11,0,1,0,1
195328,34,0,20,12,0,1,0,1
195329,35,0,20,13,0,1,0,1
195330,40.6,0,25.6,13,0,1,0,1
195331,43.7,0,25.2,16,0,1.5,0,1
195332,29.7,0,11.2,16,0,1.5,0,1
195333,27.2,0,9.2,16,0,1,0,1
195334,34.8,0,18.8,13,0,1,0,2
195335,21.7,0,9.2,9,0,0.5,0,3
195336,5,0,0,3,0,1,0,1
195337,23.9,2.4,8,8,0.5,1.5,1.5,2
195338,28,2.4,9.6,10,1,1.5,1.5,2
195339,28.4,2.4,8,12,1,1.5,1.5,2
195340,22.9,2.4,8,9,0.5,1,0,2
195341,16.6,3,1.6,6,1.5,0.5,0,4
195342,18.2,3,3.2,6,1.5,0.5,0,4
195343,22.3,1.8,6,6,0.5,1,0,7
195344,18.2,3,3.2,9,0,1,0,2
195345,19.9,2.4,0,7,0,1,1.5,8
195346,14,0,8,4,0,1,0,1
195347,9.4,2.4,0,3,0,1,0,3
195348,13.6,3,1.6,4,0,1,0,4
195349,13,0,4,7,0,1,0,1
195350,9,0,0,7,0,1,0,1
195351,7.3,0,2.8,3,0,0.5,0,1
195352,4.5,0,0,3,0,0.5,0,1
195353,32.4,0,14.4,16,0,1,0,1
195354,28.4,0,10.4,16,0,1,0,1
195355,32.4,0,12.4,16,0,1,0,3
195356,30.3,0,14.8,12,0,1.5,0,2
195357,25,0,14,8,0,1,0,2
195358,24,0,14,7,0,1,0,2
195359,33.8,0,18.8,12,0,1,0,2
195360,28.4,0,14.4,11,0,1,0,2
195361,25.8,0,12.8,10,0,1,0,2
195362,20.7,0,9.2,8,0,0.5,0,3
195363,10,0,0,6,0,1,0,3
195364,9,0,0,5,0,1,0,3
195365,23.6,3,9.6,6,0,1,0,4
195366,24.6,3,9.6,7,0,1,0,4
195367,14.2,2.4,0.8,9,0,1,0,1
195368,23,3,8,5,0.5,1,1.5,4
195369,14,3,0,4,0.5,1,1.5,4
195370,25.5,3,0,10,2,1,1.5,8
195371,30,3,8,10,0.5,1,1.5,6
195372,13,3,0,5,0,1,0,4
195373,11.7,0,3.2,7,0,0.5,0,1
195374,8.5,0,0,7,0,0.5,0,1
195375,7.5,0,0,6,0,0.5,0,1
195376,6.5,0,0,5,0,0.5,0,1
195377,5.5,0,0,4,0,0.5,0,1
195378,4.5,0,0,3,0,0.5,0,1
195379,4,0,0,2,0,1,0,1
195380,10,0,0,7,0,1,0,2
195381,11,0,0,8,0,1,0,2
195382,30.5,0,14,13,0,1.5,0,2
195383,29.3,0,14.8,11,0,1.5,0,2
195384,27.8,0,14.8,10,0,1,0,2
195385,26.6,0,13.6,10,0,1,0,2
195386,16.8,0,4.8,9,0,1,0,2
195387,21.4,0,12.4,6,0,1,0,2
195388,22.4,0,12.4,7,0,1,0,2
